timestamp,sleep_hours,screen_time_before_sleep,notifications_night,heart_rate,steps_today,sleep_score,deep_sleep_hours,night_phone_usage,sleep_interruption,wake_time,noise_level,ambient_light_level
2025-09-22,6.4,31,10,70.5,7109,67.9,3.1,9.5,1,6.67,6,3
2025-09-23,7.6,15,8,59.0,5483,85.1,2.0,2.1,1,6.18,2,0
2025-09-24,7.0,20,11,62.5,3636,76.1,2.0,16.9,2,6.78,1,3
2025-09-25,6.9,23,4,65.3,7647,78.9,1.6,12.0,0,6.54,4,2
2025-09-26,6.6,55,12,68.1,8200,69.5,2.1,28.9,2,5.74,6,4
2025-09-27,6.4,46,9,65.2,9397,69.0,2.8,19.2,0,6.29,4,4
2025-09-28,7.4,14,13,69.8,8934,79.3,2.6,29.4,3,7.05,6,2
2025-09-29,7.1,33,10,62.4,9229,77.1,2.5,15.6,0,6.73,6,4
2025-09-30,6.5,10,8,60.6,7917,72.0,2.4,10.0,0,6.63,1,1
2025-10-01,6.5,30,7,71.7,12254,70.5,1.9,11.2,2,8.25,5,5
2025-10-02,6.9,53,10,78.7,6316,70.8,1.4,50.7,1,7.28,0,1
2025-10-03,7.7,10,9,53.4,7365,83.3,2.0,23.4,1,7.38,4,3
2025-10-04,6.9,10,6,64.6,11317,79.3,2.0,0.0,1,6.57,3,2
2025-10-05,6.4,11,9,75.4,7220,68.7,2.6,12.2,0,6.88,5,1
2025-10-06,6.9,10,11,69.4,7779,75.5,2.3,21.5,3,6.36,5,4
2025-10-07,6.9,10,8,69.8,8808,76.5,2.9,47.7,2,7.32,4,1
2025-10-08,5.9,24,11,70.5,10334,62.9,2.7,35.4,2,6.61,4,0
2025-10-09,7.0,10,8,50.0,8284,74.8,1.9,6.2,0,6.88,4,0
2025-10-10,6.9,16,11,67.2,6232,75.8,1.2,56.3,1,6.83,3,1
2025-10-11,7.3,29,8,66.2,7179,81.5,2.8,19.5,1,6.69,3,5
2025-10-12,7.8,10,8,69.1,9080,86.9,2.8,38.7,2,9.05,6,5
2025-10-13,7.5,38,7,57.4,7409,81.6,1.4,2.7,2,6.17,6,1
2025-10-14,6.9,27,8,77.3,7065,73.7,2.9,0.0,1,6.16,3,2
2025-10-15,6.6,42,3,65.0,6136,74.8,2.3,0.0,0,7.26,3,2
2025-10-16,8.0,10,11,56.4,10386,87.4,2.2,0.0,3,6.22,3,0
2025-10-17,7.0,32,7,59.8,7756,77.6,2.9,51.7,2,6.47,0,1
2025-10-18,7.0,10,7,72.3,7769,78.0,2.8,23.2,0,5.83,2,4
2025-10-19,7.0,33,11,57.3,9359,74.5,2.4,6.1,1,7.09,6,3
2025-10-20,7.1,17,2,69.0,5275,81.9,2.3,26.8,0,7.1,2,3
2025-10-21,6.9,27,8,59.6,8083,76.0,2.4,22.8,2,6.45,7,0
2025-10-22,6.8,10,9,65.8,11010,75.9,1.9,29.3,0,7.27,5,3
2025-10-23,6.8,10,9,55.4,7872,73.5,2.1,38.1,1,5.21,4,0
2025-10-24,7.0,27,13,70.5,8439,74.0,1.6,15.7,1,6.13,4,4
2025-10-25,6.8,10,7,65.0,8394,77.1,1.9,6.8,2,6.56,1,3
2025-10-26,6.7,29,13,70.3,10122,70.8,1.9,32.4,1,5.76,2,0
2025-10-27,7.0,10,11,63.5,8402,77.8,1.8,32.0,2,5.3,6,5
2025-10-28,6.9,33,12,69.2,12937,73.6,2.2,21.5,1,6.45,2,0
2025-10-29,7.6,10,4,61.7,8462,87.7,1.9,52.7,1,7.26,5,3
2025-10-30,5.9,42,15,75.5,7128,58.2,2.4,13.4,1,7.73,0,3
2025-10-31,7.4,21,6,66.6,11023,84.6,1.3,6.5,1,6.26,1,0
2025-11-01,7.5,10,13,63.9,7578,82.2,2.0,26.3,0,7.29,7,2
2025-11-02,6.2,39,6,62.9,6800,68.3,2.2,9.9,0,7.21,3,0
2025-11-03,6.9,22,9,62.6,5623,75.8,1.9,27.4,1,7.67,2,0
2025-11-04,6.8,10,12,60.4,8957,74.0,2.0,7.5,1,6.42,6,1
2025-11-05,6.4,10,12,77.8,7085,66.8,1.3,14.0,1,5.26,5,1
2025-11-06,6.7,10,10,72.1,6445,72.3,2.3,48.4,1,6.76,5,4
2025-11-07,6.5,29,9,67.5,6868,71.8,2.4,13.9,0,5.89,2,3
2025-11-08,7.7,10,11,57.6,7273,84.0,2.3,8.0,1,6.12,2,3
2025-11-09,7.4,11,11,57.6,9665,80.0,2.6,37.6,1,6.46,4,1
2025-11-10,7.5,10,7,63.4,8967,85.2,2.2,4.2,1,6.43,4,2
2025-11-11,7.3,24,11,76.5,7710,77.1,2.3,9.6,1,6.81,2,1
2025-11-12,6.5,16,9,67.4,9121,72.1,2.2,28.6,1,7.26,3,0
2025-11-13,6.8,12,16,74.5,7787,69.4,2.4,34.1,0,6.41,4,1
2025-11-14,7.2,27,7,66.0,8413,80.9,1.3,38.3,0,7.02,6,3
2025-11-15,6.5,29,15,71.4,6666,67.0,1.7,8.8,4,6.71,5,1
2025-11-16,7.3,17,7,60.3,6684,81.1,2.9,28.9,0,7.45,0,2
2025-11-17,6.9,26,8,64.2,8302,76.9,0.9,13.0,0,6.55,3,4
2025-11-18,6.8,10,12,60.0,8307,73.9,2.0,10.9,2,6.64,1,2
2025-11-19,7.3,26,10,65.8,10022,80.4,2.7,38.0,1,6.4,4,0
2025-11-20,7.2,25,12,62.5,8998,77.7,2.1,11.8,2,6.57,5,4
2025-11-21,6.8,10,6,68.3,7016,77.3,1.9,24.2,1,6.07,3,3
2025-11-22,7.4,10,12,55.9,5439,80.0,2.2,22.3,1,5.99,2,3
2025-11-23,6.5,21,8,70.4,9765,71.7,1.9,3.9,1,7.32,3,4
2025-11-24,7.2,10,6,65.1,8663,83.0,2.1,34.5,1,5.83,3,3
2025-11-25,7.2,18,9,64.9,9938,81.0,1.8,28.4,1,6.44,2,3
2025-11-26,6.9,46,4,68.5,8917,76.8,2.7,0.0,2,7.51,1,7
2025-11-27,7.1,35,7,62.8,11609,79.3,2.8,24.2,1,6.42,0,0
2025-11-28,6.5,10,5,94.3,7567,65.6,2.0,8.4,1,7.36,6,1
2025-11-29,7.3,22,14,66.5,8082,79.2,1.4,36.5,2,6.23,4,4
2025-11-30,6.9,43,8,66.2,9580,75.8,1.8,0.0,2,5.86,4,3
2025-12-01,6.8,26,11,71.4,9726,72.3,2.0,14.7,3,5.42,6,4
2025-12-02,7.4,31,8,59.4,8654,81.2,2.4,25.4,0,7.75,0,3
2025-12-03,6.7,60,6,62.7,4817,73.6,1.6,20.8,2,5.79,0,5
2025-12-04,6.4,44,13,73.6,4464,65.2,1.7,31.4,2,7.3,4,1
2025-12-05,6.3,30,13,74.5,7228,65.3,2.4,0.0,0,5.9,4,5
2025-12-06,7.2,33,7,72.3,8043,78.9,2.6,44.8,1,7.75,0,5
2025-12-07,6.5,26,7,57.7,4264,70.5,1.8,27.9,2,8.47,4,0
2025-12-08,7.7,10,11,60.8,7940,84.5,1.4,40.4,0,5.35,2,4
2025-12-09,6.1,21,7,71.6,9302,67.1,3.7,33.1,1,5.83,1,2
2025-12-10,7.6,37,11,66.8,7881,83.7,2.5,19.8,2,7.32,2,1
2025-12-11,7.1,10,8,68.4,8590,78.7,2.0,0.7,0,7.11,0,0
2025-12-12,6.9,47,13,59.4,9175,72.1,2.5,11.5,1,7.32,2,1
2025-12-13,6.7,29,9,69.9,4797,73.2,2.0,43.8,1,6.24,2,4
2025-12-14,7.1,10,8,66.6,9305,80.3,2.5,40.8,0,8.29,4,4
2025-12-15,6.9,23,8,67.5,6532,77.4,2.2,10.7,0,6.79,3,2
2025-12-16,7.4,10,6,55.3,7523,82.1,2.1,0.0,1,5.73,4,4
2025-12-17,7.0,27,13,58.4,6677,74.2,2.0,16.8,2,6.5,0,4
2025-12-18,7.0,32,11,77.6,10147,72.9,1.4,15.7,2,5.74,1,3
2025-12-19,6.8,10,14,72.8,5655,71.9,3.1,16.3,0,7.97,4,1
2025-12-20,6.9,18,9,64.9,10762,77.6,1.6,27.9,2,6.17,2,3
2025-12-21,7.1,53,5,64.3,12783,79.4,1.4,33.1,0,7.09,5,3
2025-12-22,6.3,16,10,84.2,4897,63.3,2.0,34.9,0,6.32,0,4
2025-12-23,6.4,10,13,68.2,6827,68.9,1.6,26.7,1,6.21,4,4
2025-12-24,7.3,41,15,62.9,9224,76.9,2.1,0.0,2,5.17,2,0
2025-12-25,7.0,54,6,59.3,6013,76.5,2.4,14.9,2,7.18,2,2
2025-12-26,6.9,17,7,64.0,7456,77.9,2.6,54.6,1,7.74,5,0
2025-12-27,7.0,36,12,53.4,8351,71.9,2.5,25.6,1,5.97,5,4
2025-12-28,7.1,40,12,68.2,6574,75.8,1.9,25.5,1,5.46,5,2
2025-12-29,6.7,10,10,75.1,8163,72.3,2.1,25.4,1,7.34,7,3
2025-12-30,6.6,11,5,75.7,9897,73.1,2.3,26.2,0,5.38,6,0
2025-12-31,7.0,39,4,59.9,7843,78.4,1.2,0.0,1,7.68,1,5
2026-01-01,6.6,55,9,51.1,5922,66.9,2.4,16.4,1,5.98,3,0
2026-01-02,7.1,25,12,66.8,10329,77.2,1.4,19.4,0,5.82,2,4
2026-01-03,6.3,10,12,77.9,10778,64.5,3.1,39.2,0,6.9,7,3
2026-01-04,7.4,49,10,52.0,8737,76.7,1.9,20.7,1,5.87,5,2
2026-01-05,7.1,10,17,61.7,6036,75.6,2.0,0.0,1,6.13,3,2
2026-01-06,7.1,10,5,67.3,6244,80.8,1.7,26.5,1,6.98,5,1
2026-01-07,7.3,17,8,57.4,3263,80.8,1.8,7.9,0,4.76,1,5
2026-01-08,7.6,37,14,50.0,6815,77.8,3.2,1.7,3,8.01,4,3
2026-01-09,7.4,27,7,58.0,10131,81.0,2.6,7.5,0,6.73,1,0
2026-01-10,6.2,35,11,65.0,6632,66.9,1.3,28.1,1,5.67,0,2
2026-01-11,6.4,33,10,54.6,6088,67.4,2.9,38.9,1,5.89,5,3
2026-01-12,6.7,20,8,74.0,10045,72.4,2.7,27.2,1,7.49,5,4
2026-01-13,7.0,27,11,76.1,10302,73.0,2.0,29.5,1,7.18,4,1
2026-01-14,7.1,10,6,64.5,6927,81.8,2.3,27.1,0,7.81,3,2
2026-01-15,6.7,14,6,71.9,9018,73.5,2.1,21.5,1,6.15,0,3
2026-01-16,7.0,20,11,54.6,6264,74.2,3.1,30.5,2,6.94,1,4
2026-01-17,6.6,10,6,65.8,7314,75.5,1.7,0.0,3,7.04,1,0
2026-01-18,6.7,27,2,62.5,4359,77.1,2.2,21.7,1,7.26,3,3
2026-01-19,6.4,20,8,71.0,8720,69.5,1.9,4.3,1,7.6,5,2
2026-01-20,6.6,57,17,50.0,7794,62.6,1.4,37.4,3,6.13,5,2
2026-01-21,6.4,56,9,65.9,6656,68.9,3.2,17.8,2,6.61,0,6
2026-01-22,6.5,13,8,71.7,7815,71.7,1.5,20.5,0,6.21,2,2
2026-01-23,7.4,10,7,64.9,7569,84.2,2.2,0.0,0,6.66,2,4
2026-01-24,6.6,20,11,72.7,6345,69.6,1.2,35.3,2,7.26,0,4
2026-01-25,8.0,10,11,55.9,8797,86.9,1.9,29.4,0,5.38,4,0
2026-01-26,7.1,17,3,50.0,7404,78.3,2.3,28.4,2,7.59,3,0
2026-01-27,7.0,10,14,72.7,7731,74.0,1.7,7.8,1,5.79,3,4
2026-01-28,6.6,10,10,72.4,5078,71.1,2.4,8.4,2,6.45,6,1
2026-01-29,7.2,24,5,74.9,7748,79.7,2.0,23.4,1,7.7,3,0
2026-01-30,6.7,32,15,67.0,7641,70.5,2.7,9.6,0,6.96,2,4
2026-01-31,7.0,10,10,68.0,6348,77.0,2.8,26.5,2,6.97,4,1
2026-02-01,8.0,19,6,76.5,9063,87.7,1.8,0.0,1,5.76,5,1
2026-02-02,6.9,10,10,52.6,3784,73.3,2.1,12.7,1,5.86,4,6
2026-02-03,7.4,14,9,66.2,7035,82.6,2.2,47.0,1,7.45,4,0
2026-02-04,6.6,37,7,75.3,8619,71.0,2.4,26.6,1,6.23,3,0
2026-02-05,6.9,16,8,66.9,12197,77.2,2.1,22.5,0,6.3,3,2
2026-02-06,7.6,15,8,62.3,5268,85.7,2.2,49.8,0,7.47,3,2
2026-02-07,6.7,10,7,56.3,8177,73.2,2.0,0.0,0,5.86,1,1
2026-02-08,7.6,10,13,72.0,9095,82.4,2.2,7.8,2,6.92,2,0
2026-02-09,7.2,10,7,71.5,8126,80.4,2.7,14.0,0,6.73,6,5
2026-02-10,6.7,10,8,75.5,5535,72.4,2.4,32.9,0,6.7,7,3
2026-02-11,7.2,10,2,64.0,7032,84.2,2.5,33.1,0,6.29,6,4
2026-02-12,7.3,10,10,61.2,3116,80.9,2.5,7.0,0,6.24,0,2
2026-02-13,7.2,10,4,64.1,8007,82.8,2.0,35.0,2,5.84,0,3
2026-02-14,6.3,20,11,80.4,5168,63.9,2.3,14.0,1,7.09,1,4
2026-02-15,6.6,15,13,65.0,8911,72.1,1.6,38.2,2,6.17,3,1
2026-02-16,6.8,13,8,76.3,6693,73.3,2.7,4.5,2,7.47,0,3
2026-02-17,6.9,15,13,64.5,6504,75.1,0.7,18.2,1,6.52,2,4
2026-02-18,7.2,22,10,58.2,8333,77.5,2.1,12.6,1,5.85,6,5
2026-02-19,7.0,33,11,50.5,8520,71.9,2.7,35.8,2,6.51,5,6
2026-02-20,6.4,11,14,72.1,9742,66.6,1.4,12.2,1,6.37,2,3
2026-02-21,7.1,10,7,70.1,7477,79.0,2.3,19.4,2,7.51,2,5
2026-02-22,7.2,10,7,56.2,7788,79.1,1.8,27.6,2,6.4,4,0
2026-02-23,7.1,10,9,74.7,5227,77.6,1.9,28.2,0,6.48,5,5
2026-02-24,7.3,10,14,53.6,10896,77.1,2.6,33.3,1,7.83,2,1
2026-02-25,7.2,10,15,68.7,6131,77.4,2.2,23.2,0,7.11,3,2
2026-02-26,7.1,10,11,69.8,9449,77.3,1.1,13.7,2,8.03,2,3
2026-02-27,6.9,10,10,73.1,9464,74.6,1.6,14.8,1,7.71,0,2
2026-02-28,6.2,30,5,55.0,8799,67.6,2.6,20.4,0,5.99,3,3
2026-03-01,7.1,26,11,72.1,7525,75.8,2.3,23.7,1,7.49,2,5
2026-03-02,7.0,10,7,64.0,7274,79.3,3.0,17.8,1,7.92,0,2
2026-03-03,7.0,10,11,62.5,7871,77.3,2.9,20.3,1,7.93,4,1
2026-03-04,6.4,10,9,73.8,4192,68.8,1.9,0.0,3,7.49,4,6
2026-03-05,6.5,22,7,74.4,7947,70.1,3.4,30.0,2,7.47,4,3
2026-03-06,7.3,10,14,50.0,10971,75.7,2.1,22.7,1,6.46,1,6
2026-03-07,6.9,28,7,56.5,7548,75.1,1.6,35.0,0,6.03,0,4
2026-03-08,7.2,10,12,72.5,7934,76.9,1.8,20.0,1,6.42,4,0
2026-03-09,6.9,10,6,68.8,5951,77.9,1.0,0.0,2,5.37,2,4
2026-03-10,6.9,22,10,66.7,8371,76.1,2.9,14.6,0,7.77,1,1
2026-03-11,7.3,15,8,56.7,6444,79.9,2.9,17.0,3,6.47,0,3
2026-03-12,6.7,73,5,69.6,9699,72.3,1.6,31.1,1,7.73,2,2
2026-03-13,6.9,23,12,73.8,10282,73.2,2.0,0.0,1,5.71,6,0
2026-03-14,6.7,10,10,82.7,10719,69.4,2.1,20.6,0,7.57,2,1
2026-03-15,6.7,17,9,63.9,5112,74.7,1.6,27.7,1,6.3,1,6
2026-03-16,6.8,10,11,72.3,9445,72.9,1.2,10.1,0,5.67,4,3
2026-03-17,7.0,14,3,78.1,9293,77.4,2.0,21.1,3,8.0,3,2
2026-03-18,6.7,10,10,56.3,7169,72.3,1.9,10.6,2,7.59,0,6
2026-03-19,7.4,27,13,75.6,10385,77.6,1.9,9.1,2,6.87,4,2
2026-03-20,6.5,11,3,68.7,8828,74.9,2.2,13.9,0,6.73,7,2
2026-03-21,6.8,15,11,66.4,10746,75.0,2.8,9.3,1,7.05,0,4
2026-03-22,6.7,10,10,62.6,5464,74.0,1.9,30.3,2,6.86,1,2
2026-03-23,7.5,43,8,60.1,6571,82.0,2.2,9.0,2,6.07,0,1
2026-03-24,7.0,10,10,59.9,8187,76.5,2.5,6.5,0,6.37,3,0
2026-03-25,7.3,47,7,56.8,10345,79.1,2.4,46.5,0,8.27,5,1
2026-03-26,6.3,42,8,71.7,8909,67.3,1.8,34.4,1,8.84,3,1
2026-03-27,7.0,25,10,72.8,6103,75.1,2.1,0.0,0,7.95,6,3
2026-03-28,7.2,19,15,56.5,11552,75.8,2.4,8.5,3,7.08,5,1
2026-03-29,6.9,24,9,60.5,7410,76.0,1.5,23.6,0,6.43,6,6
2026-03-30,7.3,10,10,65.2,6167,82.0,2.7,24.9,2,6.06,5,1
2026-03-31,6.7,14,12,58.8,6449,71.4,2.8,0.0,0,6.11,2,5
2026-04-01,7.4,25,9,64.5,5335,83.3,1.7,37.4,0,6.26,3,3
2026-04-02,7.8,10,9,59.1,3505,86.6,2.2,32.4,0,8.42,1,4
2026-04-03,6.7,10,10,54.8,7766,71.9,2.4,27.2,0,8.15,3,4
2026-04-04,6.7,18,6,69.8,4890,74.9,1.8,40.4,3,7.3,3,0
2026-04-05,7.5,42,10,58.8,8627,80.4,2.3,26.8,1,5.93,3,2
2026-04-06,7.5,32,10,69.6,9968,81.9,2.2,26.7,0,7.41,6,2
2026-04-07,6.7,19,8,65.3,8753,74.6,1.4,43.4,2,6.51,2,0
2026-04-08,6.7,38,9,61.5,8087,72.6,2.3,36.5,2,4.98,1,3
2026-04-09,6.8,11,10,65.9,4918,75.1,1.5,7.4,1,6.93,1,6
2026-04-10,6.3,10,15,77.0,9692,64.1,2.6,29.5,3,6.03,4,0
2026-04-11,6.5,10,5,80.3,11893,70.1,1.8,10.0,2,6.05,0,2
2026-04-12,6.5,54,2,71.8,10816,71.6,2.0,27.6,2,6.5,3,0
2026-04-13,6.6,16,7,63.0,5338,73.8,2.8,27.1,0,6.3,6,3
2026-04-14,6.9,12,9,65.9,7844,76.5,2.3,0.0,2,6.67,4,2
2026-04-15,7.0,10,9,64.5,7434,78.4,1.6,18.2,1,6.63,3,1
2026-04-16,7.5,46,11,61.5,7203,80.7,1.6,24.0,2,5.2,3,4
2026-04-17,6.5,55,12,65.9,8054,68.4,1.8,13.5,0,7.92,1,5
2026-04-18,7.3,55,9,56.9,12330,77.4,2.3,24.7,1,5.91,1,7
2026-04-19,6.8,15,10,72.9,8214,73.0,2.3,32.1,0,5.94,3,1
2026-04-20,6.8,23,6,71.8,7111,75.6,1.7,19.5,0,6.44,4,0
2026-04-21,7.1,10,14,64.5,8595,77.7,1.5,23.4,2,6.61,5,4
2026-04-22,6.4,53,5,76.7,5373,68.3,2.2,40.8,0,7.87,3,5
2026-04-23,7.0,10,8,69.0,6567,78.5,2.0,27.1,1,6.92,6,4
2026-04-24,6.9,20,6,57.5,9972,76.8,3.2,23.0,1,7.15,6,5
2026-04-25,7.1,10,13,62.2,8376,76.8,2.1,5.6,1,6.92,5,2
2026-04-26,7.0,10,11,75.5,12203,74.5,3.0,30.1,1,6.89,5,1
2026-04-27,7.8,10,6,58.2,8535,88.4,1.5,25.0,1,6.95,1,3
2026-04-28,6.6,10,10,62.1,5508,72.7,1.3,39.3,1,5.15,1,2
2026-04-29,6.7,10,6,71.8,4829,73.9,1.5,20.7,2,6.5,4,4
2026-04-30,6.6,10,16,65.0,10003,70.5,2.7,0.0,3,7.63,0,4
2026-05-01,6.6,37,11,70.7,5916,70.1,3.0,0.0,1,9.5,2,4
2026-05-02,6.6,10,10,66.7,5737,72.9,1.7,31.0,1,5.74,5,3
2026-05-03,7.3,14,7,57.7,6970,81.1,1.9,11.4,0,7.04,6,3
2026-05-04,7.4,33,13,58.0,9992,78.6,1.5,26.6,1,6.24,2,4
2026-05-05,6.6,10,8,55.0,7264,71.7,1.2,21.7,2,8.34,2,0
2026-05-06,6.5,10,11,59.6,6316,70.6,2.5,17.5,1,5.62,4,3
2026-05-07,7.0,10,8,69.2,10425,78.8,2.2,18.6,2,7.2,1,3
2026-05-08,6.6,44,9,75.3,10083,69.7,2.1,7.0,1,5.57,3,3
2026-05-09,7.1,17,11,60.2,11334,77.3,1.4,19.8,2,6.45,3,2
2026-05-10,6.9,10,12,55.7,10702,73.6,2.9,11.2,2,6.67,3,3
2026-05-11,6.2,36,7,76.7,10117,65.7,1.8,14.4,2,7.56,3,1
2026-05-12,7.5,10,10,70.8,6497,82.1,2.4,15.1,1,5.84,1,5
2026-05-13,7.6,20,9,67.2,9318,84.5,1.4,16.6,0,7.23,2,3
2026-05-14,6.6,29,3,56.8,10429,73.7,2.0,33.8,0,6.72,2,3
2026-05-15,6.7,13,7,70.1,11711,74.2,2.2,18.1,2,6.92,0,1
2026-05-16,7.0,10,7,69.0,8342,78.1,2.3,35.4,3,7.47,4,4
2026-05-17,7.0,10,10,71.4,7016,76.3,2.2,43.1,1,5.67,5,3
2026-05-18,7.1,24,10,65.5,6231,78.9,2.3,32.8,1,7.35,5,1
2026-05-19,7.7,30,11,56.5,9958,82.1,1.5,28.0,0,6.24,2,2
2026-05-20,6.8,10,14,63.3,6666,73.1,2.2,24.9,0,7.58,1,4
2026-05-21,6.5,31,13,75.6,8214,67.0,2.2,33.0,0,6.97,4,3
2026-05-22,6.3,10,9,71.2,6239,68.5,2.2,21.3,0,6.53,4,3
2026-05-23,6.6,10,8,58.1,7682,71.8,2.1,34.8,2,6.23,3,3
2026-05-24,6.8,17,17,77.8,8877,68.7,1.5,29.2,0,7.36,6,4
2026-05-25,7.6,10,9,70.3,8538,83.8,1.4,14.6,1,7.71,3,5
2026-05-26,6.6,10,15,78.5,9475,67.4,1.0,33.4,0,6.27,2,4
2026-05-27,6.9,10,6,73.3,5251,77.1,2.5,21.4,0,5.79,2,1
2026-05-28,6.8,23,8,59.3,7766,74.7,2.5,18.4,2,7.26,0,1
2026-05-29,7.3,10,10,65.7,7059,81.8,2.5,12.9,1,5.54,4,2
2026-05-30,7.9,10,6,65.0,6035,90.3,2.3,22.5,0,5.66,3,6
2026-05-31,6.6,10,12,57.5,6500,70.6,1.0,34.9,0,5.85,4,3
2026-06-01,6.6,10,6,58.6,6211,74.1,1.6,33.3,0,6.37,7,6
2026-06-02,7.3,20,6,68.9,8699,81.8,2.2,25.3,1,5.63,2,2
2026-06-03,7.1,10,9,70.2,8800,78.7,2.2,29.0,1,5.15,0,2
2026-06-04,7.6,10,5,78.7,9751,83.3,2.0,39.1,3,5.79,4,2
2026-06-05,7.1,10,7,62.8,8656,79.9,2.3,17.8,0,7.21,3,2
2026-06-06,6.7,47,15,54.8,8317,67.1,2.1,3.3,1,5.68,2,1
2026-06-07,7.1,10,4,63.6,8157,81.5,2.2,39.5,1,6.43,4,0
2026-06-08,7.3,19,5,69.5,9351,82.1,1.8,12.1,2,8.26,5,3
2026-06-09,7.2,15,15,61.6,3786,76.6,2.6,9.6,1,6.66,1,4
2026-06-10,7.0,10,7,65.5,7881,79.8,1.9,0.0,2,6.97,2,7
2026-06-11,7.3,27,14,59.2,8634,76.8,1.4,28.6,1,5.94,6,2
2026-06-12,7.3,15,13,71.9,11579,78.2,1.7,0.0,0,8.43,2,2
2026-06-13,7.4,19,6,68.3,5776,83.4,1.9,8.7,2,6.27,3,1
2026-06-14,7.1,92,7,58.8,5706,75.1,2.6,28.8,2,6.52,0,5
2026-06-15,6.8,10,9,62.5,3458,75.3,2.1,30.8,2,7.75,0,4
2026-06-16,6.9,51,10,60.8,5218,73.6,2.0,10.2,2,6.55,3,1
2026-06-17,7.3,10,8,50.4,7697,78.7,1.5,18.0,1,6.74,5,1
2026-06-18,6.5,28,3,62.2,6551,73.9,2.5,6.9,2,6.47,0,4
2026-06-19,7.0,15,10,52.7,6509,73.8,1.8,11.8,1,6.48,3,3
2026-06-20,6.7,12,6,73.2,8045,73.8,2.0,24.0,1,7.0,2,4
2026-06-21,6.8,10,7,72.9,9164,75.3,2.8,12.5,1,7.14,5,1
2026-06-22,7.3,17,4,61.2,8025,83.9,2.4,16.3,1,6.19,1,0
2026-06-23,6.9,10,8,66.9,8053,77.6,1.3,0.0,0,6.09,4,1
2026-06-24,6.8,32,13,73.3,8807,71.3,1.2,37.0,3,6.21,2,4
2026-06-25,6.3,18,6,74.1,4334,68.7,2.1,27.7,1,5.58,3,6
2026-06-26,7.1,10,11,78.4,8257,75.1,1.5,31.9,1,5.43,3,2
2026-06-27,7.1,10,7,66.4,7850,80.4,2.4,39.4,1,6.94,2,7
2026-06-28,7.7,30,13,71.8,7985,82.0,2.1,7.6,4,7.45,4,4
2026-06-29,6.7,10,12,67.2,6831,73.0,2.2,14.6,0,7.4,3,0
2026-06-30,6.9,24,7,64.6,7589,77.9,1.7,0.0,0,4.79,3,3
2026-07-01,6.9,10,10,70.2,8805,75.8,3.0,67.1,0,6.5,2,4
2026-07-02,7.4,23,8,66.6,11218,83.5,3.5,17.8,1,5.82,3,0
2026-07-03,6.8,32,9,61.9,4617,73.8,2.0,35.6,1,6.81,3,4
2026-07-04,6.9,53,8,59.6,9143,74.6,2.3,1.4,1,6.37,1,5
2026-07-05,7.1,11,8,65.2,10435,79.8,2.1,34.9,0,7.17,2,3
2026-07-06,6.9,30,11,52.3,5458,71.8,2.0,47.9,1,6.68,1,2
2026-07-07,6.6,22,11,64.7,7641,72.7,1.7,19.1,0,5.18,3,2
2026-07-08,6.9,43,7,58.7,8551,74.9,1.6,4.8,1,5.93,2,2
2026-07-09,7.2,10,13,59.8,12017,78.2,1.5,17.9,2,6.7,5,0
2026-07-10,6.4,39,9,62.6,12346,69.5,2.3,0.0,2,6.77,4,1
2026-07-11,6.9,13,10,71.1,5458,74.4,1.8,19.4,2,5.58,1,2
2026-07-12,6.5,21,8,70.5,7395,71.6,0.8,32.3,2,5.47,3,3
2026-07-13,7.3,13,9,63.9,8398,81.9,2.3,19.5,1,6.74,4,1
2026-07-14,6.2,32,7,66.3,9112,68.5,2.1,15.7,1,5.58,3,1
2026-07-15,6.6,19,10,74.3,8401,69.9,2.8,27.9,0,5.37,2,4
2026-07-16,7.0,20,11,71.5,6103,74.7,2.3,29.1,1,6.34,1,3
2026-07-17,7.4,40,7,62.1,6015,82.3,1.4,0.0,0,6.31,5,2
2026-07-18,6.8,38,7,75.6,4917,72.6,1.0,21.3,2,6.0,5,3
2026-07-19,6.6,39,3,65.8,3958,74.9,1.7,56.5,1,6.14,3,2
2026-07-20,7.6,10,10,63.7,4871,84.6,1.8,0.0,2,6.71,5,3
2026-07-21,6.2,10,5,64.9,10323,71.6,2.6,18.7,0,6.12,0,4
2026-07-22,5.9,50,16,67.6,9420,59.4,2.1,49.1,2,6.76,6,1
2026-07-23,7.0,33,14,60.7,9106,73.6,2.7,36.6,1,6.4,3,0
2026-07-24,6.6,50,11,71.8,7554,69.0,1.4,12.3,0,6.83,3,2
2026-07-25,6.4,12,9,70.7,7916,69.7,2.6,23.1,1,7.4,2,0
2026-07-26,7.1,10,7,57.2,7462,78.5,2.5,20.0,3,7.37,6,2
2026-07-27,6.9,10,7,69.5,4826,77.2,1.1,8.8,1,7.73,1,2
2026-07-28,6.6,14,10,79.7,9295,68.4,2.8,18.9,1,7.37,6,0
2026-07-29,6.3,46,8,64.0,9705,68.3,2.1,15.8,1,6.89,4,3
2026-07-30,7.1,10,8,59.3,5699,79.2,2.3,21.7,1,6.35,4,2
2026-07-31,7.1,27,11,64.8,5697,77.5,1.7,8.8,0,6.39,2,5
2026-08-01,6.8,15,10,75.9,8703,71.9,2.7,0.9,1,6.0,0,3
2026-08-02,7.5,14,7,59.3,8685,84.1,1.5,19.4,2,6.7,5,4
2026-08-03,6.4,10,11,81.1,9465,65.4,2.5,45.7,1,7.26,4,5
