timestamp,screen_time,productive_usage,social_usage,gaming_usage,notifications,unlock_count,study_score,study_hours,app_switching_frequency,notifications_during_study,break_frequency,phone_usage_during_study,completed_tasks
2025-12-11,249,67,44,46,27,57,36.5,3.7,13,5,5,33.0,10
2025-12-12,241,62,48,55,25,58,30.6,3.4,32,11,5,26.9,12
2025-12-13,260,69,46,42,29,71,35.4,2.9,24,10,5,14.0,2
2025-12-14,264,88,57,51,23,71,48.7,3.9,9,10,3,29.1,0
2025-12-15,263,79,51,59,24,68,42.2,3.5,23,8,1,54.9,5
2025-12-16,259,75,46,35,26,74,41.6,4.7,3,8,4,45.2,1
2025-12-17,265,72,42,74,29,68,34.2,3.6,25,20,5,46.6,6
2025-12-18,272,78,48,77,26,71,38.0,3.7,27,14,3,37.6,8
2025-12-19,256,80,49,69,24,71,40.4,3.1,15,12,6,44.4,10
2025-12-20,284,68,58,63,22,74,30.9,3.4,21,9,4,20.6,7
2025-12-21,266,84,60,62,33,74,40.1,3.8,36,13,4,29.4,5
2025-12-22,284,76,42,64,27,71,38.5,1.6,16,11,5,38.5,0
2025-12-23,273,82,60,60,19,65,45.1,2.0,12,8,4,40.0,6
2025-12-24,250,79,57,61,25,62,41.4,4.3,32,6,1,40.8,6
2025-12-25,240,65,47,42,25,61,34.8,3.7,36,8,2,32.5,8
2025-12-26,285,92,58,60,27,66,50.7,3.3,20,0,5,28.2,4
2025-12-27,255,79,45,64,22,60,44.2,3.5,28,9,2,91.8,5
2025-12-28,268,75,55,62,29,64,37.2,3.9,31,6,3,51.3,2
2025-12-29,260,85,71,71,28,59,42.4,2.9,14,16,1,42.4,0
2025-12-30,289,67,54,74,30,69,28.1,2.6,16,8,6,30.8,3
2025-12-31,268,63,49,54,24,70,30.0,3.7,30,2,6,26.9,1
2026-01-01,249,85,41,48,23,66,50.2,2.4,33,8,2,32.6,7
2026-01-02,265,90,53,72,25,59,50.4,3.9,25,3,3,40.3,4
2026-01-03,286,82,60,66,27,73,39.9,1.6,13,10,2,1.2,4
2026-01-04,256,87,46,53,27,63,50.0,4.6,36,9,4,6.8,3
2026-01-05,246,66,56,57,23,66,31.9,4.0,16,13,4,23.5,0
2026-01-06,280,75,50,56,25,68,39.3,3.8,17,4,4,38.7,11
2026-01-07,255,72,49,62,26,57,38.1,4.6,23,8,3,30.7,3
2026-01-08,244,89,56,74,31,58,47.0,5.3,32,1,7,61.6,5
2026-01-09,255,84,37,50,23,57,51.7,4.6,27,12,1,8.3,2
2026-01-10,273,89,51,62,25,56,51.7,1.5,23,11,1,21.5,9
2026-01-11,275,73,60,62,27,68,34.2,2.1,24,10,2,62.4,6
2026-01-12,275,68,51,39,29,71,33.6,2.8,20,8,1,37.4,4
2026-01-13,254,92,52,84,27,64,48.3,3.5,24,10,1,50.9,5
2026-01-14,282,79,51,61,27,64,41.5,4.1,2,16,1,71.9,11
2026-01-15,280,89,68,71,26,63,46.4,2.7,18,7,2,22.5,6
2026-01-16,276,78,55,43,33,70,39.8,3.7,22,9,2,33.2,5
2026-01-17,253,101,42,79,28,71,55.9,2.7,11,3,4,30.1,3
2026-01-18,260,91,46,56,31,71,49.7,2.8,23,4,2,0.0,0
2026-01-19,274,77,53,36,29,67,42.2,2.0,18,8,3,29.4,6
2026-01-20,278,79,63,45,27,70,40.9,2.5,34,14,4,50.9,7
2026-01-21,254,79,58,47,26,68,42.0,2.0,33,7,2,44.7,9
2026-01-22,296,67,61,52,35,73,28.0,2.4,16,7,3,46.1,0
2026-01-23,268,74,44,47,28,60,41.2,4.7,19,6,4,28.2,3
2026-01-24,284,73,58,68,23,56,37.6,2.5,19,5,1,23.2,4
2026-01-25,251,81,47,61,29,63,43.3,6.4,16,9,1,57.8,6
2026-01-26,273,71,52,65,31,67,32.3,4.0,22,1,4,26.0,6
2026-01-27,251,77,60,64,28,54,40.0,3.7,14,14,4,40.3,6
2026-01-28,272,75,48,57,23,60,41.3,2.6,11,5,6,37.9,7
2026-01-29,277,79,41,44,28,67,44.9,4.3,25,12,3,61.3,3
2026-01-30,278,93,50,44,30,66,54.3,2.9,25,2,4,52.5,9
2026-01-31,259,90,54,45,25,71,51.1,3.6,14,11,3,11.7,7
2026-02-01,243,65,58,49,25,67,31.4,6.3,27,11,3,13.6,5
2026-02-02,275,78,46,76,29,64,38.6,3.4,15,10,6,45.4,11
2026-02-03,264,76,48,45,23,73,40.9,4.8,22,3,1,33.8,11
2026-02-04,264,72,55,74,27,74,31.4,2.7,27,9,4,26.8,9
2026-02-05,256,100,57,49,22,65,60.5,3.5,20,2,6,53.3,0
2026-02-06,269,73,55,46,26,62,39.3,5.4,24,7,3,38.4,11
2026-02-07,270,74,52,64,25,68,36.7,2.8,16,13,5,35.9,8
2026-02-08,286,96,47,72,31,60,53.6,5.5,18,12,2,49.0,12
2026-02-09,240,88,60,43,26,57,51.8,4.3,18,8,3,28.2,10
2026-02-10,251,74,63,59,26,63,36.6,2.9,14,3,3,63.2,11
2026-02-11,277,86,48,72,28,71,44.2,4.2,19,11,1,20.8,9
2026-02-12,237,76,49,69,25,57,40.2,4.6,8,8,1,46.8,10
2026-02-13,260,77,59,44,31,65,39.6,4.2,16,0,1,60.8,12
2026-02-14,306,70,55,58,34,71,31.0,1.8,18,12,4,10.2,7
2026-02-15,266,54,58,44,23,73,22.5,2.7,18,8,4,28.8,1
2026-02-16,281,64,55,63,26,77,26.2,3.2,18,14,3,55.6,5
2026-02-17,245,67,56,61,23,64,32.5,3.4,20,3,4,55.8,7
2026-02-18,281,82,50,65,27,68,43.0,4.2,24,0,3,31.9,6
2026-02-19,265,80,37,50,24,62,47.1,3.7,27,9,5,21.8,2
2026-02-20,275,89,55,53,29,73,47.8,2.0,15,9,3,52.2,1
2026-02-21,279,66,59,70,27,70,27.6,3.9,10,0,3,56.3,4
2026-02-22,263,96,56,70,26,60,54.2,4.2,12,3,3,14.0,8
2026-02-23,278,95,48,77,22,74,52.1,4.1,16,22,4,13.3,11
2026-02-24,254,79,49,74,20,61,42.2,4.7,17,6,2,39.1,9
2026-02-25,272,71,73,43,25,63,35.5,4.4,14,12,4,46.3,9
2026-02-26,279,72,56,72,29,74,30.7,4.0,10,5,1,29.6,6
2026-02-27,263,80,35,60,27,61,45.7,3.4,16,0,1,47.2,1
2026-02-28,257,97,49,67,28,64,55.0,1.7,21,7,4,22.2,5
2026-03-01,264,77,52,56,24,72,39.9,4.0,25,7,3,0.0,5
2026-03-02,288,62,44,51,30,77,27.3,3.7,16,6,2,27.4,5
2026-03-03,285,97,53,57,33,73,52.7,3.8,17,7,4,36.1,6
2026-03-04,283,74,50,61,31,64,36.6,2.1,13,9,2,30.0,7
2026-03-05,294,93,55,63,25,71,50.7,2.3,20,7,3,14.1,9
2026-03-06,272,84,52,70,30,80,40.3,4.7,13,2,5,2.3,5
2026-03-07,274,77,48,50,28,73,39.6,3.5,25,10,5,25.7,0
2026-03-08,242,88,51,49,25,59,51.9,4.2,6,0,5,51.2,5
2026-03-09,258,71,61,44,33,58,35.4,3.5,17,0,3,57.6,6
2026-03-10,280,75,54,58,28,60,38.8,3.5,22,12,5,56.4,10
2026-03-11,285,73,52,51,30,77,34.2,4.5,21,11,2,20.3,4
2026-03-12,253,76,57,57,25,69,38.4,2.9,42,8,2,14.2,8
2026-03-13,271,83,54,60,26,67,44.4,3.6,23,1,1,43.9,7
2026-03-14,305,83,45,42,31,74,45.5,3.0,12,4,6,46.4,6
2026-03-15,271,62,60,54,25,73,26.7,3.0,19,7,2,42.2,9
2026-03-16,294,73,49,64,29,66,35.2,3.2,6,0,3,0.0,4
2026-03-17,277,74,51,61,26,79,35.0,3.7,19,4,2,19.4,4
2026-03-18,281,84,42,56,21,73,47.3,3.0,13,11,4,34.5,6
2026-03-19,259,64,61,60,24,58,30.2,4.9,27,15,2,43.8,4
2026-03-20,248,85,55,57,27,65,45.9,2.5,16,6,1,48.8,8
2026-03-21,283,67,57,50,29,67,31.1,3.3,19,12,4,37.6,4
2026-03-22,277,80,61,48,27,62,43.3,3.0,15,0,1,41.0,7
2026-03-23,273,89,61,87,27,72,42.5,5.1,34,11,2,36.5,6
2026-03-24,253,66,49,66,22,57,33.1,3.7,17,4,1,47.3,7
2026-03-25,267,80,55,71,24,60,42.1,4.6,35,10,1,40.6,5
2026-03-26,263,76,54,66,26,68,37.3,1.9,27,7,3,36.2,5
2026-03-27,265,68,53,74,25,65,30.8,3.8,24,15,1,30.2,6
2026-03-28,276,65,48,66,25,74,29.0,4.5,23,4,1,36.5,7
2026-03-29,283,71,66,39,28,69,34.5,3.6,23,11,3,43.7,6
2026-03-30,277,70,63,52,24,67,33.9,4.7,5,7,2,39.8,11
2026-03-31,276,76,58,63,32,58,37.2,2.9,18,7,6,41.9,3
2026-04-01,275,73,65,62,30,71,32.4,5.1,27,7,6,59.2,6
2026-04-02,270,82,58,62,20,67,44.1,6.0,20,4,2,39.8,1
2026-04-03,260,86,52,49,28,71,46.8,3.1,9,8,4,23.3,7
2026-04-04,274,62,51,55,26,72,27.8,3.0,20,8,4,50.9,3
2026-04-05,284,75,58,63,26,72,35.8,5.1,34,9,2,10.4,5
2026-04-06,271,68,44,61,29,64,33.3,5.2,30,8,1,15.5,5
2026-04-07,259,67,62,68,25,62,30.0,2.9,20,12,3,41.0,7
2026-04-08,255,62,42,50,24,66,31.4,3.0,28,13,3,44.3,4
2026-04-09,259,61,64,65,21,64,26.5,3.2,17,3,2,12.6,4
2026-04-10,256,72,59,55,28,71,34.3,2.0,6,12,4,28.1,10
2026-04-11,317,81,71,57,34,85,34.9,2.5,13,2,2,24.1,7
2026-04-12,260,81,56,60,26,63,43.3,2.4,33,11,1,26.2,4
2026-04-13,273,67,60,43,23,68,33.6,2.7,18,11,3,52.0,5
2026-04-14,272,66,61,62,28,64,29.2,3.5,18,0,4,47.7,11
2026-04-15,295,80,48,73,31,73,37.8,3.8,18,8,1,34.7,5
2026-04-16,280,73,47,48,27,74,37.4,5.2,35,6,4,25.2,4
2026-04-17,280,86,48,79,30,67,43.7,2.4,33,4,1,10.7,4
2026-04-18,276,66,55,54,28,67,30.9,4.6,38,15,2,60.6,4
2026-04-19,278,59,55,66,28,63,23.8,3.3,19,5,3,45.7,4
2026-04-20,278,84,55,47,32,66,44.6,3.4,22,4,2,22.3,2
2026-04-21,264,58,59,82,24,69,20.6,4.2,8,8,2,48.0,3
2026-04-22,260,63,49,50,21,63,32.5,2.3,32,11,6,33.7,4
2026-04-23,275,71,62,63,26,62,33.6,3.9,11,7,2,29.8,8
2026-04-24,266,74,59,55,24,67,37.9,3.7,22,14,7,42.8,5
2026-04-25,277,83,68,60,23,68,43.0,4.0,11,11,4,21.7,5
2026-04-26,258,67,59,62,27,70,29.5,3.8,15,0,3,28.8,10
2026-04-27,252,90,55,57,25,62,51.6,6.2,13,5,4,37.2,10
2026-04-28,255,62,73,54,20,58,29.1,2.8,15,5,7,26.0,5
2026-04-29,273,74,55,60,31,73,33.7,2.9,16,10,2,47.0,4
2026-04-30,250,86,58,60,22,57,48.8,2.8,16,0,1,68.6,3
2026-05-01,303,86,59,64,28,69,44.2,2.9,27,21,2,21.4,8
2026-05-02,303,48,63,66,33,70,11.0,2.8,11,11,3,5.0,5
2026-05-03,287,104,56,69,30,68,58.1,4.8,22,9,1,0.0,5
2026-05-04,269,74,78,66,30,57,33.2,5.1,30,14,3,32.3,4
2026-05-05,267,80,51,62,20,58,45.4,2.9,16,20,6,23.1,4
2026-05-06,279,74,68,58,27,73,33.5,2.6,14,12,3,38.7,7
2026-05-07,283,98,44,45,28,69,59.2,4.0,18,13,3,37.4,2
2026-05-08,279,90,48,62,31,68,48.6,2.9,29,9,2,6.1,9
2026-05-09,255,98,43,72,22,63,58.1,4.2,22,7,4,2.3,4
2026-05-10,272,82,48,53,26,70,44.4,3.7,16,6,2,40.3,6
2026-05-11,282,86,43,54,28,66,48.8,1.8,24,4,6,37.4,2
2026-05-12,239,67,57,74,26,62,29.5,5.2,11,5,6,27.3,6
2026-05-13,258,74,49,77,22,65,37.0,5.5,25,1,3,5.2,5
2026-05-14,282,86,68,52,30,65,44.9,2.8,23,8,3,43.5,6
2026-05-15,270,80,60,86,25,70,36.7,3.1,18,0,5,57.9,10
2026-05-16,270,78,57,65,28,67,38.4,3.8,13,9,5,40.0,7
2026-05-17,291,69,58,70,28,67,30.4,3.9,13,8,2,19.7,4
2026-05-18,274,89,61,57,28,63,48.1,4.2,24,9,2,35.8,4
2026-05-19,268,88,66,63,27,69,45.5,5.7,30,5,1,10.4,8
2026-05-20,270,87,52,65,30,72,44.9,3.3,15,23,4,54.0,10
2026-05-21,271,80,51,52,26,69,42.9,2.6,24,15,4,36.5,7
2026-05-22,262,77,59,77,25,70,35.6,2.0,3,2,1,3.2,8
2026-05-23,272,88,69,61,30,74,43.3,2.7,15,9,2,29.6,8
2026-05-24,258,86,45,56,29,63,48.5,3.5,20,5,1,43.3,10
2026-05-25,270,68,59,49,25,68,32.9,5.5,13,3,2,29.0,0
2026-05-26,267,80,67,67,28,70,37.6,2.9,13,1,4,30.0,8
2026-05-27,279,83,61,64,25,63,43.9,3.7,15,10,2,13.0,9
2026-05-28,298,70,59,51,31,79,30.4,3.5,22,5,3,45.2,2
2026-05-29,279,86,61,62,30,76,42.0,4.8,19,13,1,23.3,3
2026-05-30,277,84,71,66,26,65,41.9,6.3,2,13,3,0.0,3
2026-05-31,279,73,63,57,31,84,30.0,2.9,3,15,3,28.3,4
2026-06-01,262,63,44,65,25,69,28.9,3.0,15,4,2,52.7,5
2026-06-02,286,83,56,61,28,70,42.2,4.6,24,10,3,28.0,7
2026-06-03,281,96,57,59,29,59,55.2,4.3,2,11,3,66.3,9
2026-06-04,275,79,65,51,24,68,41.2,5.5,16,6,2,42.7,9
2026-06-05,281,83,57,63,24,72,42.8,4.1,16,4,1,41.1,3
2026-06-06,280,65,57,40,28,71,30.9,3.1,31,16,6,32.7,3
2026-06-07,280,76,57,75,25,63,37.0,4.1,17,9,2,33.8,10
2026-06-08,290,76,59,73,25,69,35.4,4.7,23,11,3,30.3,8
2026-06-09,264,68,56,51,28,69,32.0,4.4,21,4,5,29.6,6
2026-06-10,295,81,53,47,34,76,40.4,4.1,3,2,8,44.6,7
2026-06-11,252,81,56,73,27,67,39.7,4.7,26,5,1,18.2,6
2026-06-12,286,74,59,60,25,72,35.2,4.8,22,7,4,15.6,8
2026-06-13,278,76,62,62,28,69,36.4,5.0,24,3,2,14.8,5
2026-06-14,261,97,79,61,25,67,51.8,4.2,51,8,2,71.8,7
2026-06-15,291,70,46,48,26,73,35.7,3.3,3,0,2,44.5,1
2026-06-16,249,65,62,69,25,54,30.3,3.7,34,2,1,40.5,4
2026-06-17,300,65,69,66,29,82,22.7,4.8,18,11,3,16.0,4
2026-06-18,310,79,51,61,30,82,37.0,2.6,22,11,1,46.2,5
2026-06-19,274,51,62,39,30,70,18.7,3.9,20,6,4,32.9,3
2026-06-20,261,71,54,66,29,58,34.7,3.1,17,3,3,38.9,4
2026-06-21,267,67,53,65,25,71,30.0,3.5,15,3,4,17.4,1
2026-06-22,291,76,51,60,28,70,37.6,4.9,23,6,2,37.9,8
2026-06-23,271,76,56,71,26,71,35.6,3.7,8,11,2,27.4,6
2026-06-24,232,80,56,73,24,60,41.4,3.6,26,13,3,21.2,1
2026-06-25,282,83,63,65,29,68,40.6,2.0,17,6,1,48.2,3
2026-06-26,290,88,46,46,26,77,49.3,4.3,11,2,2,7.3,7
2026-06-27,284,73,64,49,28,65,36.0,4.2,16,9,2,45.2,4
2026-06-28,286,70,64,54,24,71,32.6,5.9,30,4,2,47.3,4
2026-06-29,300,85,60,59,25,83,42.0,3.2,16,5,1,19.2,6
2026-06-30,273,60,76,70,23,70,21.1,3.7,23,15,5,20.2,7
2026-07-01,302,84,67,65,29,80,38.6,3.8,14,12,2,31.0,2
2026-07-02,274,78,53,60,29,68,38.9,5.2,26,9,5,40.1,8
2026-07-03,293,81,48,68,27,73,40.6,3.4,25,2,5,32.2,4
2026-07-04,274,80,52,54,27,62,43.6,3.8,35,9,1,42.8,6
2026-07-05,307,78,53,68,31,76,35.5,4.2,19,13,1,66.7,6
2026-07-06,286,78,43,64,33,74,37.7,3.7,25,6,7,25.9,4
2026-07-07,275,65,62,67,27,63,28.2,3.0,21,15,6,4.1,3
2026-07-08,259,70,47,70,26,59,34.6,3.7,30,14,3,49.9,5
2026-07-09,280,94,59,61,26,72,50.9,4.7,14,16,3,65.3,11
2026-07-10,265,83,65,42,31,70,43.0,2.4,26,10,2,42.1,2
2026-07-11,284,87,69,55,30,80,41.8,3.6,18,11,4,15.4,11
2026-07-12,287,73,56,69,25,70,33.9,2.7,19,15,2,32.8,5
2026-07-13,293,77,52,56,33,71,37.3,4.8,21,10,1,14.9,6
2026-07-14,285,81,68,55,30,75,38.6,1.8,22,5,1,46.6,3
2026-07-15,278,88,70,62,28,72,43.9,2.9,19,6,3,10.7,4
2026-07-16,297,75,63,73,31,72,31.6,3.9,22,9,1,29.6,4
2026-07-17,299,81,52,66,33,74,38.2,5.2,33,2,3,16.9,3
2026-07-18,261,83,47,79,23,62,44.3,3.4,28,7,1,37.3,5
2026-07-19,304,85,67,66,29,70,41.7,2.9,27,13,2,28.4,5
2026-07-20,296,74,57,65,29,73,33.5,5.6,16,0,4,38.2,12
2026-07-21,265,89,68,59,22,73,46.8,1.9,13,16,3,35.4,3
2026-07-22,249,62,53,46,27,58,30.9,1.1,28,14,3,17.2,6
2026-07-23,295,65,67,63,28,66,26.6,4.0,27,6,4,46.3,7
2026-07-24,281,81,69,62,26,65,40.1,2.9,32,11,4,34.1,3
2026-07-25,271,80,56,68,25,70,40.2,2.4,15,8,5,17.2,8
2026-07-26,282,74,61,65,28,72,33.3,4.3,18,14,2,75.3,5
2026-07-27,295,72,49,64,30,80,31.2,3.8,7,13,2,43.6,0
2026-07-28,247,72,49,73,27,67,33.5,2.9,17,1,1,32.2,8
2026-07-29,280,67,61,59,31,71,28.0,2.1,28,11,2,60.5,3
2026-07-30,279,75,54,70,24,72,36.1,4.5,16,7,4,68.2,3
2026-07-31,300,60,60,75,31,71,20.5,4.2,25,8,5,32.4,8
2026-08-01,290,87,60,56,32,75,43.8,3.4,18,4,4,41.3,5
2026-08-02,290,80,64,58,28,71,38.9,5.5,23,17,1,17.2,9
2026-08-03,271,89,63,54,26,72,47.3,2.3,11,13,5,32.4,10
2026-08-04,288,77,66,48,27,74,37.9,1.8,21,4,1,31.4,4
2026-08-05,271,75,60,80,28,65,33.9,2.7,2,1,4,38.3,8
2026-08-06,276,77,61,94,28,63,33.4,3.4,19,6,2,41.0,4
2026-08-07,287,69,58,64,31,69,29.5,3.8,7,10,4,45.1,13
2026-08-08,279,63,67,59,27,70,25.7,3.2,30,9,1,39.3,4
2026-08-09,283,66,73,79,32,66,23.0,3.9,26,14,5,13.2,9
2026-08-10,298,71,65,68,31,73,29.4,2.1,24,12,1,18.1,9
2026-08-11,273,67,63,54,30,73,28.3,5.1,32,13,2,25.2,7
2026-08-12,263,89,57,53,24,71,49.4,3.4,12,10,2,29.9,4
2026-08-13,265,69,61,70,31,68,28.4,4.7,34,1,1,53.9,6
2026-08-14,261,80,56,66,24,72,39.9,3.9,27,7,3,14.1,0
2026-08-15,302,81,54,73,28,69,39.9,4.0,18,13,6,28.6,7
2026-08-16,288,88,57,69,27,78,43.8,4.1,29,8,7,52.2,7
2026-08-17,294,82,73,50,27,66,42.2,4.0,11,11,3,29.6,6
2026-08-18,292,74,58,54,34,72,33.6,4.2,13,6,5,43.3,0
2026-08-19,275,93,72,53,29,64,49.8,5.0,15,3,3,32.5,2
2026-08-20,303,63,51,64,31,79,24.1,3.7,16,7,4,39.6,4
2026-08-21,268,66,60,61,21,59,32.7,4.3,12,10,2,30.9,7
2026-08-22,309,78,65,57,34,68,36.1,3.4,30,5,3,47.0,7
2026-08-23,280,76,65,59,24,66,38.1,5.1,18,7,4,7.2,5
2026-08-24,305,84,50,69,30,72,41.7,2.8,23,3,2,28.5,8
2026-08-25,263,77,49,60,24,62,41.6,5.5,15,14,3,40.3,3
2026-08-26,272,79,64,55,27,64,40.5,3.5,5,7,3,44.6,8
2026-08-27,255,85,55,49,30,67,46.4,1.9,22,15,4,61.9,7
2026-08-28,294,77,64,53,26,73,37.5,3.6,5,16,1,28.0,7
2026-08-29,283,82,71,73,26,78,36.9,2.8,19,8,3,61.6,5
2026-08-30,309,68,54,55,31,78,29.0,4.4,9,3,6,23.1,11
2026-08-31,272,69,55,80,31,72,26.8,2.8,36,0,5,58.9,7
2026-09-01,299,84,43,68,28,77,42.8,3.0,27,1,5,49.7,3
2026-09-02,280,77,66,54,25,65,38.8,1.4,21,1,3,18.6,7
2026-09-03,278,77,76,56,28,66,36.2,3.0,30,15,3,40.5,8
2026-09-04,275,68,49,41,27,73,34.4,1.0,13,9,5,34.1,4
2026-09-05,266,71,69,58,23,57,35.6,1.8,24,10,5,46.3,9
2026-09-06,285,78,70,82,27,73,33.1,4.3,22,0,1,31.0,7
2026-09-07,282,72,66,79,22,69,31.8,4.4,22,2,1,29.5,0
2026-09-08,256,67,55,78,25,60,29.9,4.0,30,12,5,59.6,7
2026-09-09,242,67,58,68,20,59,32.7,2.4,26,9,3,33.2,5
2026-09-10,275,69,64,61,34,76,27.0,3.4,22,7,2,49.9,8
2026-09-11,297,72,64,63,31,65,32.1,3.5,7,11,1,30.9,9
2026-09-12,283,72,58,68,29,64,33.7,2.2,12,16,2,65.0,7
2026-09-13,260,91,63,62,27,55,50.8,5.2,19,7,1,22.8,11
2026-09-14,253,84,57,54,23,61,47.8,4.5,21,8,6,23.9,5
2026-09-15,297,78,59,62,29,71,37.6,3.3,11,9,3,62.4,8
2026-09-16,255,94,58,49,26,64,54.4,3.5,39,20,3,27.0,8
2026-09-17,291,74,68,68,26,70,32.9,3.7,32,0,4,63.8,6
2026-09-18,288,80,48,53,30,74,40.9,1.3,25,11,4,51.1,8
2026-09-19,304,78,65,68,36,72,33.6,3.2,21,7,4,32.2,4
2026-09-20,270,80,63,52,22,78,40.5,2.7,18,11,5,2.4,5
2026-09-21,294,68,42,61,30,76,30.5,2.4,12,5,2,34.7,2
2026-09-22,301,72,67,65,27,77,30.3,3.2,21,8,3,36.8,7
2026-09-23,260,67,68,61,28,68,28.2,5.5,22,12,4,56.0,7
2026-09-24,282,79,57,69,29,65,38.8,4.2,10,24,2,63.6,10
2026-09-25,279,75,64,67,33,68,32.9,2.9,23,12,3,22.7,8
2026-09-26,264,56,62,58,31,64,20.8,4.1,19,4,4,49.4,5
2026-09-27,284,80,78,57,24,68,39.1,5.0,5,6,4,48.8,2
2026-09-28,263,77,64,56,28,63,38.7,4.5,13,6,1,54.3,7
2026-09-29,286,92,61,54,30,75,48.3,3.6,17,0,4,44.0,9
2026-09-30,313,84,69,84,34,77,34.9,2.8,35,6,3,0.0,8
2026-10-01,277,86,73,56,29,70,42.8,4.3,24,12,4,32.2,9
2026-10-02,279,64,77,73,29,61,23.5,3.9,9,2,4,14.2,5
2026-10-03,302,86,55,64,27,66,45.6,4.5,24,13,5,31.4,5
2026-10-04,299,73,64,59,31,70,32.6,4.2,8,10,5,52.6,4
2026-10-05,271,68,55,65,26,75,29.6,4.7,29,4,5,40.5,6
2026-10-06,291,51,79,65,31,82,9.8,2.9,16,7,5,55.7,6
2026-10-07,236,88,61,45,23,63,51.0,4.9,19,16,3,41.2,7
2026-10-08,265,72,68,62,27,64,33.2,3.7,31,12,3,11.6,6
2026-10-09,297,74,59,63,31,76,32.1,5.8,10,8,4,0.0,6
2026-10-10,273,78,64,59,29,74,36.3,2.7,9,7,4,37.7,4
2026-10-11,278,93,46,41,25,78,54.5,5.4,15,8,3,31.1,9
2026-10-12,267,73,69,59,33,60,32.9,3.7,28,5,4,17.4,6
2026-10-13,264,75,71,79,27,67,31.7,2.8,8,0,3,4.4,5
2026-10-14,243,84,56,68,26,59,45.3,3.0,2,18,2,21.8,4
2026-10-15,275,72,46,52,27,71,36.5,3.1,16,9,5,31.5,2
2026-10-16,288,66,72,72,25,72,25.6,4.0,24,10,3,47.0,10
2026-10-17,285,53,71,52,30,66,17.6,4.1,30,8,6,38.4,8
2026-10-18,268,88,67,65,27,69,44.7,2.9,16,4,1,63.9,1
2026-10-19,259,77,59,66,28,61,38.3,3.5,17,7,2,16.4,8
2026-10-20,275,80,58,59,25,68,41.3,5.9,29,0,3,50.9,9
2026-10-21,261,70,71,73,25,65,29.6,5.4,5,19,5,35.9,6
2026-10-22,270,81,58,70,27,75,38.7,4.0,17,2,4,47.5,11
2026-10-23,283,69,62,55,28,72,30.6,3.5,22,3,3,27.1,7
2026-10-24,268,76,61,60,25,66,38.2,3.6,24,6,1,54.3,2
2026-10-25,300,76,63,54,30,78,34.3,4.2,16,14,1,40.3,7
2026-10-26,265,86,60,57,30,61,45.9,2.4,20,8,3,22.8,7
2026-10-27,272,81,61,69,28,68,39.3,3.2,2,2,1,34.8,4
2026-10-28,294,68,75,63,32,76,25.1,1.7,15,14,2,30.7,8
2026-10-29,292,81,65,73,28,75,36.3,3.9,24,12,4,43.8,1
2026-10-30,289,71,64,47,29,69,33.5,4.2,12,11,2,13.8,9
2026-10-31,272,66,68,66,27,69,27.2,3.0,20,12,5,34.5,3
2026-11-01,290,80,52,71,27,75,38.4,5.2,24,20,5,42.1,3
2026-11-02,293,76,69,64,30,68,34.5,2.2,17,19,1,35.6,6
2026-11-03,288,62,64,49,33,69,25.3,1.9,21,5,2,59.2,7
2026-11-04,281,69,56,52,33,68,31.6,3.7,12,16,1,48.9,6
2026-11-05,290,82,60,72,33,84,34.9,4.7,18,10,2,34.9,4
2026-11-06,280,78,65,58,28,66,38.6,5.4,25,10,4,38.9,4
2026-11-07,288,79,62,55,26,73,39.0,3.0,21,0,2,40.3,3
2026-11-08,283,93,70,60,35,68,46.7,4.7,15,7,4,42.3,5
2026-11-09,259,84,55,61,24,60,46.9,3.5,22,4,1,2.1,9
2026-11-10,273,73,52,75,31,71,31.9,3.3,26,12,4,29.6,6
2026-11-11,313,70,55,46,32,71,33.3,4.5,4,13,2,8.3,9
2026-11-12,253,68,58,69,22,70,30.4,4.2,29,0,3,58.0,10
2026-11-13,305,70,62,78,26,71,28.7,1.8,17,8,3,33.9,4
2026-11-14,291,58,59,73,33,69,19.2,5.1,23,14,1,31.5,5
2026-11-15,282,62,52,86,26,73,22.5,5.0,30,7,1,51.1,13
2026-11-16,257,81,51,59,21,67,44.6,2.8,9,12,4,42.6,10
2026-11-17,282,90,51,72,27,71,46.9,3.9,14,10,4,14.7,1
2026-11-18,271,75,59,62,27,65,36.5,4.0,18,10,5,33.7,7
2026-11-19,300,67,55,58,31,67,30.1,3.8,14,7,3,29.0,6
2026-11-20,272,40,59,41,28,67,11.4,2.9,34,2,3,3.6,8
2026-11-21,278,91,72,59,25,65,48.8,2.8,13,2,1,22.6,4
2026-11-22,286,61,52,74,28,83,20.7,3.5,16,12,3,31.7,3
2026-11-23,273,59,64,46,32,68,23.8,4.8,22,8,3,32.9,4
2026-11-24,297,71,52,84,26,67,31.2,4.1,10,7,6,8.3,4
2026-11-25,278,74,51,67,29,67,35.1,3.1,17,6,4,55.7,8
2026-11-26,254,74,65,52,22,67,37.8,4.3,23,6,5,33.2,2
2026-11-27,285,66,67,66,27,76,25.2,1.0,17,13,4,35.7,4
2026-11-28,295,78,68,70,32,72,33.8,4.8,19,6,2,42.2,1
2026-11-29,304,69,71,58,24,75,29.5,1.6,16,1,3,20.8,9
2026-11-30,291,69,61,57,35,75,28.1,3.1,8,12,3,43.2,10
2026-12-01,300,71,64,83,26,70,29.1,2.3,23,7,2,28.4,5
